Word,Sentiment Score
inordinately,-1.0
inquiry,-1.0
insecure,-1.0
insensitive,-1.0
insightful,1.0
insolvencies,-1.0
insolvency,-1.0
insolvent,-1.0
inspiration,1.0
inspirational,1.0
instability,-1.0
insubordination,-1.0
insufficiency,-1.0
insufficient,-1.0
insufficiently,-1.0
insurrection,-1.0
insurrections,-1.0
integrity,1.0
intentional,-1.0
interfere,-1.0
interfered,-1.0
interference,-1.0
interferences,-1.0
interferes,-1.0
interfering,-1.0
intermittent,-1.0
intermittently,-1.0
interrupt,-1.0
interrupted,-1.0
interrupting,-1.0
interruption,-1.0
interruptions,-1.0
interrupts,-1.0
intimidation,-1.0
intrusion,-1.0
invalid,-1.0
invalidate,-1.0
invalidated,-1.0
invalidates,-1.0
invalidating,-1.0
invalidation,-1.0
invalidity,-1.0
invent,1.0
invented,1.0
inventing,1.0
invention,1.0
inventions,1.0
inventive,1.0
inventiveness,1.0
inventor,1.0
inventors,1.0
investigate,-1.0
investigated,-1.0
investigates,-1.0
investigating,-1.0
investigation,-1.0
investigations,-1.0
involuntarily,-1.0
involuntary,-1.0
irreconcilable,-1.0
irreconcilably,-1.0
irrecoverable,-1.0
irrecoverably,-1.0
irregular,-1.0
irregularities,-1.0
irregularity,-1.0
irregularly,-1.0
irreparable,-1.0
irreparably,-1.0
irreversible,-1.0
jeopardize,-1.0
jeopardized,-1.0
justifiable,-1.0
kickback,-1.0
kickbacks,-1.0
knowingly,-1.0
lack,-1.0
lacked,-1.0
lacking,-1.0
lackluster,-1.0
lacks,-1.0
lag,-1.0
lagged,-1.0
lagging,-1.0
lags,-1.0
lapse,-1.0
lapsed,-1.0
lapses,-1.0
lapsing,-1.0
late,-1.0
laundering,-1.0
layoff,-1.0
layoffs,-1.0
leadership,1.0
leading,1.0
lie,-1.0
limitation,-1.0
limitations,-1.0
lingering,-1.0
liquidate,-1.0
liquidated,-1.0
liquidates,-1.0
liquidating,-1.0
liquidation,-1.0
liquidations,-1.0
liquidator,-1.0
liquidators,-1.0
litigant,-1.0
litigants,-1.0
litigate,-1.0
litigated,-1.0
litigates,-1.0
litigating,-1.0
litigation,-1.0
litigations,-1.0
lockout,-1.0
lockouts,-1.0
lose,-1.0
loses,-1.0
losing,-1.0
loss,-1.0
losses,-1.0
lost,-1.0
loyal,1.0
lucrative,1.0
lying,-1.0
malfeasance,-1.0
malfunction,-1.0
malfunctioned,-1.0
malfunctioning,-1.0
malfunctions,-1.0
malice,-1.0
malicious,-1.0
maliciously,-1.0
malpractice,-1.0
manipulate,-1.0
manipulated,-1.0
manipulates,-1.0
manipulating,-1.0
manipulation,-1.0
manipulations,-1.0
manipulative,-1.0
markdown,-1.0
markdowns,-1.0
meritorious,1.0
misapplication,-1.0
misapplications,-1.0
misapplied,-1.0
misapplies,-1.0
misapply,-1.0
misapplying,-1.0
misappropriate,-1.0
misappropriated,-1.0
misappropriates,-1.0
misappropriating,-1.0
misappropriation,-1.0
misappropriations,-1.0
misbranded,-1.0
miscalculate,-1.0
miscalculated,-1.0
miscalculates,-1.0
miscalculating,-1.0
miscalculation,-1.0
miscalculations,-1.0
mischaracterization,-1.0
mischief,-1.0
misclassification,-1.0
misclassifications,-1.0
misclassified,-1.0
misclassify,-1.0
miscommunication,-1.0
misconduct,-1.0
misdated,-1.0
misdemeanor,-1.0
misdemeanors,-1.0
misdirected,-1.0
mishandle,-1.0
mishandled,-1.0
mishandles,-1.0
mishandling,-1.0
misinform,-1.0
misinformation,-1.0
misinformed,-1.0
misinforming,-1.0
misinforms,-1.0
misinterpret,-1.0
misinterpretation,-1.0
misinterpretations,-1.0
misinterpreted,-1.0
misinterpreting,-1.0
misinterprets,-1.0
misjudge,-1.0
misjudged,-1.0
misjudges,-1.0
misjudging,-1.0
misjudgment,-1.0
misjudgments,-1.0
mislabel,-1.0
mislabeled,-1.0
mislabeling,-1.0
mislabelled,-1.0
mislabels,-1.0
mislead,-1.0
misleading,-1.0
misleadingly,-1.0
misleads,-1.0
misled,-1.0
mismanage,-1.0
mismanaged,-1.0
mismanagement,-1.0
mismanages,-1.0
mismanaging,-1.0
mismatch,-1.0
mismatched,-1.0
mismatches,-1.0
mismatching,-1.0
misplaced,-1.0
misprice,-1.0
mispricing,-1.0
mispricings,-1.0
misrepresent,-1.0
misrepresentation,-1.0
misrepresentations,-1.0
misrepresented,-1.0
misrepresenting,-1.0
misrepresents,-1.0
miss,-1.0
missed,-1.0
misses,-1.0
misstate,-1.0
misstated,-1.0
misstatement,-1.0
misstatements,-1.0
misstates,-1.0
misstating,-1.0
misstep,-1.0
missteps,-1.0
mistake,-1.0
mistaken,-1.0
mistakenly,-1.0
mistakes,-1.0
mistaking,-1.0
mistrial,-1.0
mistrials,-1.0
misunderstand,-1.0
misunderstanding,-1.0
misunderstandings,-1.0
misunderstood,-1.0
misuse,-1.0
misused,-1.0
misuses,-1.0
misusing,-1.0
monopolistic,-1.0
monopolists,-1.0
monopolization,-1.0
monopolize,-1.0
monopolized,-1.0
monopolizes,-1.0
monopolizing,-1.0
monopoly,-1.0
moratoria,-1.0
moratorium,-1.0
moratoriums,-1.0
mothballed,-1.0
mothballing,-1.0
negative,-1.0
negatively,-1.0
negatives,-1.0
neglect,-1.0
neglected,-1.0
neglectful,-1.0
neglecting,-1.0
neglects,-1.0
negligence,-1.0
negligences,-1.0
negligent,-1.0
negligently,-1.0
nonattainment,-1.0
noncompetitive,-1.0
noncompliance,-1.0
noncompliances,-1.0
noncompliant,-1.0
noncomplying,-1.0
nonconforming,-1.0
nonconformities,-1.0
nonconformity,-1.0
nondisclosure,-1.0
nonfunctional,-1.0
nonpayment,-1.0
nonpayments,-1.0
nonperformance,-1.0
nonperformances,-1.0
nonperforming,-1.0
nonproducing,-1.0
nonproductive,-1.0
nonrecoverable,-1.0
nonrenewal,-1.0
nuisance,-1.0
nuisances,-1.0
nullification,-1.0
nullifications,-1.0
nullified,-1.0
nullifies,-1.0
nullify,-1.0
nullifying,-1.0
objected,-1.0
objecting,-1.0
objection,-1.0
objectionable,-1.0
objectionably,-1.0
objections,-1.0
obscene,-1.0
obscenity,-1.0
obsolescence,-1.0
obsolete,-1.0
obstacle,-1.0
obstacles,-1.0
obstruct,-1.0
obstructed,-1.0
obstructing,-1.0
obstruction,-1.0
obstructions,-1.0
offence,-1.0
offences,-1.0
offend,-1.0
offended,-1.0
offender,-1.0
offenders,-1.0
offending,-1.0
offends,-1.0
omission,-1.0
omissions,-1.0
omit,-1.0
omits,-1.0
omitted,-1.0
omitting,-1.0
onerous,-1.0
opportunistic,-1.0
opportunistically,-1.0
opportunities,1.0
opportunity,1.0
oppose,-1.0
opposed,-1.0
opposes,-1.0
opposing,-1.0
opposition,-1.0
oppositions,-1.0
optimistic,1.0
outage,-1.0
outages,-1.0
outdated,-1.0
outmoded,-1.0
outperform,1.0
outperformed,1.0
outperforming,1.0
outperforms,1.0
overage,-1.0
overages,-1.0
overbuild,-1.0
overbuilding,-1.0
overbuilds,-1.0
overbuilt,-1.0
overburden,-1.0
overburdened,-1.0
overburdening,-1.0
overcapacities,-1.0
overcapacity,-1.0
overcharge,-1.0
overcharged,-1.0
overcharges,-1.0
overcharging,-1.0
overcome,-1.0
overcomes,-1.0
overcoming,-1.0
overdue,-1.0
overestimate,-1.0
overestimated,-1.0
overestimates,-1.0
overestimating,-1.0
overestimation,-1.0
overestimations,-1.0
overload,-1.0
overloaded,-1.0
overloading,-1.0
overloads,-1.0
overlook,-1.0
overlooked,-1.0
overlooking,-1.0
overlooks,-1.0
overpaid,-1.0
overpayment,-1.0
overpayments,-1.0
overproduced,-1.0
overproduces,-1.0
overproducing,-1.0
overproduction,-1.0
overrun,-1.0
overrunning,-1.0
overruns,-1.0
overshadow,-1.0
overshadowed,-1.0
overshadowing,-1.0
overshadows,-1.0
overstate,-1.0
overstated,-1.0
overstatement,-1.0
overstatements,-1.0
overstates,-1.0
overstating,-1.0
oversupplied,-1.0
oversupplies,-1.0
oversupply,-1.0
oversupplying,-1.0
overtly,-1.0
overturn,-1.0
overturned,-1.0
overturning,-1.0
overturns,-1.0
overvalue,-1.0
overvalued,-1.0
overvaluing,-1.0
panic,-1.0
panics,-1.0
penalize,-1.0
penalized,-1.0
penalizes,-1.0
penalizing,-1.0
penalties,-1.0
penalty,-1.0
perfect,1.0
perfected,1.0
perfectly,1.0
perfects,1.0
peril,-1.0
perils,-1.0
perjury,-1.0
perpetrate,-1.0
perpetrated,-1.0
perpetrates,-1.0
perpetrating,-1.0
perpetration,-1.0
persist,-1.0
persisted,-1.0
persistence,-1.0
persistent,-1.0
persistently,-1.0
persisting,-1.0
persists,-1.0
pervasive,-1.0
pervasively,-1.0
pervasiveness,-1.0
petty,-1.0
picket,-1.0
picketed,-1.0
picketing,-1.0
plaintiff,-1.0
plaintiffs,-1.0
plea,-1.0
plead,-1.0
pleaded,-1.0
pleading,-1.0
pleadings,-1.0
pleads,-1.0
pleas,-1.0
pleasant,1.0
pleasantly,1.0
pleased,1.0
pleasure,1.0
pled,-1.0
plentiful,1.0
poor,-1.0
poorly,-1.0
popular,1.0
popularity,1.0
poses,-1.0
posing,-1.0
positive,1.0
positively,1.0
postpone,-1.0
postponed,-1.0
postponement,-1.0
postponements,-1.0
postpones,-1.0
postponing,-1.0
precipitated,-1.0
precipitous,-1.0
precipitously,-1.0
preclude,-1.0
precluded,-1.0
precludes,-1.0
precluding,-1.0
predatory,-1.0
preeminence,1.0
preeminent,1.0
prejudice,-1.0
prejudiced,-1.0
prejudices,-1.0
prejudicial,-1.0
prejudicing,-1.0
premature,-1.0
prematurely,-1.0
premier,1.0
premiere,1.0
pressing,-1.0
prestige,1.0
prestigious,1.0
pretrial,-1.0
preventing,-1.0
prevention,-1.0
prevents,-1.0
proactive,1.0
proactively,1.0
problem,-1.0
problematic,-1.0
problematical,-1.0
problems,-1.0
proficiency,1.0
proficient,1.0
proficiently,1.0
profitability,1.0
profitable,1.0
profitably,1.0
progress,1.0
progressed,1.0
progresses,1.0
progressing,1.0
prolong,-1.0
prolongation,-1.0
prolongations,-1.0
prolonged,-1.0
prolonging,-1.0
prolongs,-1.0
prone,-1.0
prosecute,-1.0
prosecuted,-1.0
prosecutes,-1.0
prosecuting,-1.0
prosecution,-1.0
prosecutions,-1.0
prospered,1.0
prospering,1.0
prosperity,1.0
prosperous,1.0
prospers,1.0
protest,-1.0
protested,-1.0
protester,-1.0
protesters,-1.0
protesting,-1.0
protestor,-1.0
protestors,-1.0
protests,-1.0
protracted,-1.0
protraction,-1.0
provoke,-1.0
provoked,-1.0
provokes,-1.0
provoking,-1.0
punished,-1.0
punishes,-1.0
punishing,-1.0
punishment,-1.0
punishments,-1.0
punitive,-1.0
purport,-1.0
purported,-1.0
purportedly,-1.0
purporting,-1.0
purports,-1.0
question,-1.0
questionable,-1.0
questionably,-1.0
questioned,-1.0
questioning,-1.0
questions,-1.0
quit,-1.0
quitting,-1.0
racketeer,-1.0
racketeering,-1.0
rationalization,-1.0
rationalizations,-1.0
rationalize,-1.0
rationalized,-1.0
rationalizes,-1.0
rationalizing,-1.0
reassessment,-1.0
reassessments,-1.0
reassign,-1.0
reassigned,-1.0
reassigning,-1.0
reassignment,-1.0
reassignments,-1.0
reassigns,-1.0
rebound,1.0
rebounded,1.0
rebounding,1.0
recall,-1.0
recalled,-1.0
recalling,-1.0
recalls,-1.0
receptive,1.0
recession,-1.0
recessionary,-1.0
recessions,-1.0
reckless,-1.0
recklessly,-1.0
recklessness,-1.0
redact,-1.0
redacted,-1.0
redacting,-1.0
redaction,-1.0
redactions,-1.0
redefault,-1.0
redefaulted,-1.0
redefaults,-1.0
redress,-1.0
redressed,-1.0
redresses,-1.0
redressing,-1.0
refusal,-1.0
refusals,-1.0
refuse,-1.0
refused,-1.0
refuses,-1.0
refusing,-1.0
regain,1.0
regained,1.0
regaining,1.0
reject,-1.0
rejected,-1.0
rejecting,-1.0
rejection,-1.0
rejections,-1.0
rejects,-1.0
relinquish,-1.0
relinquished,-1.0
relinquishes,-1.0
relinquishing,-1.0
relinquishment,-1.0
relinquishments,-1.0
reluctance,-1.0
reluctant,-1.0
renegotiate,-1.0
renegotiated,-1.0
renegotiates,-1.0
renegotiating,-1.0
renegotiation,-1.0
renegotiations,-1.0
renounce,-1.0
renounced,-1.0
renouncement,-1.0
renouncements,-1.0
renounces,-1.0
renouncing,-1.0
reparation,-1.0
reparations,-1.0
repossessed,-1.0
repossesses,-1.0
repossessing,-1.0
repossession,-1.0
repossessions,-1.0
repudiate,-1.0
repudiated,-1.0
repudiates,-1.0
repudiating,-1.0
repudiation,-1.0
repudiations,-1.0
resign,-1.0
resignation,-1.0
resignations,-1.0
resigned,-1.0
resigning,-1.0
resigns,-1.0
resolve,1.0
restate,-1.0
restated,-1.0
restatement,-1.0
restatements,-1.0
restates,-1.0
restating,-1.0
restructure,-1.0
restructured,-1.0
restructures,-1.0
restructuring,-1.0
restructurings,-1.0
retaliate,-1.0
retaliated,-1.0
retaliates,-1.0
retaliating,-1.0
retaliation,-1.0
retaliations,-1.0
retaliatory,-1.0
retribution,-1.0
retributions,-1.0
revocation,-1.0
revocations,-1.0
revoke,-1.0
revoked,-1.0
revokes,-1.0
revoking,-1.0
revolutionize,1.0
revolutionized,1.0
revolutionizes,1.0
revolutionizing,1.0
reward,1.0
rewarded,1.0
rewarding,1.0
rewards,1.0
ridicule,-1.0
ridiculed,-1.0
ridicules,-1.0
ridiculing,-1.0
riskier,-1.0
riskiest,-1.0
risky,-1.0
sabotage,-1.0
sacrifice,-1.0
sacrificed,-1.0
sacrifices,-1.0
sacrificial,-1.0
sacrificing,-1.0
satisfaction,1.0
satisfactorily,1.0
satisfactory,1.0
satisfied,1.0
satisfies,1.0
satisfy,1.0
satisfying,1.0
scandalous,-1.0
scandals,-1.0
scrutinize,-1.0
scrutinized,-1.0
scrutinizes,-1.0
scrutinizing,-1.0
scrutiny,-1.0
secrecy,-1.0
seize,-1.0
seized,-1.0
seizes,-1.0
seizing,-1.0
sentenced,-1.0
sentencing,-1.0
serious,-1.0
seriously,-1.0
seriousness,-1.0
setback,-1.0
setbacks,-1.0
sever,-1.0
severe,-1.0
severed,-1.0
severely,-1.0
severities,-1.0
severity,-1.0
sharply,-1.0
shocked,-1.0
shortage,-1.0
shortages,-1.0
shortfall,-1.0
shortfalls,-1.0
shrinkage,-1.0
shrinkages,-1.0
shut,-1.0
shutdown,-1.0
shutdowns,-1.0
shuts,-1.0
shutting,-1.0
slander,-1.0
slandered,-1.0
slanderous,-1.0
slanders,-1.0
slippage,-1.0
slippages,-1.0
slow,-1.0
slowdown,-1.0
slowdowns,-1.0
slowed,-1.0
slower,-1.0
slowest,-1.0
slowing,-1.0
slowly,-1.0
slowness,-1.0
sluggish,-1.0
sluggishly,-1.0
sluggishness,-1.0
smooth,1.0
smoothing,1.0
smoothly,1.0
smooths,1.0
solvencies,-1.0
solvency,-1.0
solves,1.0
solving,1.0
spam,-1.0
spammers,-1.0
spamming,-1.0
spectacular,1.0
spectacularly,1.0
stability,1.0
stabilization,1.0
stabilizations,1.0
stabilize,1.0
stabilized,1.0
stabilizes,1.0
stabilizing,1.0
stable,1.0
staggering,-1.0
stagnant,-1.0
stagnate,-1.0
stagnated,-1.0
stagnates,-1.0
stagnating,-1.0
stagnation,-1.0
standstill,-1.0
standstills,-1.0
stolen,-1.0
stoppage,-1.0
stoppages,-1.0
stopped,-1.0
stopping,-1.0
stops,-1.0
strain,-1.0
strained,-1.0
straining,-1.0
strains,-1.0
strength,1.0
strengthen,1.0
strengthened,1.0
strengthening,1.0
strengthens,1.0
strengths,1.0
stress,-1.0
stressed,-1.0
stresses,-1.0
stressful,-1.0
stressing,-1.0
stringent,-1.0
strong,1.0
stronger,1.0
strongest,1.0
subjected,-1.0
subjecting,-1.0
subjection,-1.0
subpoena,-1.0
subpoenaed,-1.0
subpoenas,-1.0
substandard,-1.0
succeed,1.0
succeeded,1.0
succeeding,1.0
succeeds,1.0
success,1.0
successes,1.0
successful,1.0
successfully,1.0
sue,-1.0
sued,-1.0
sues,-1.0
suffer,-1.0
suffered,-1.0
suffering,-1.0
suffers,-1.0
suing,-1.0
summoned,-1.0
summoning,-1.0
summons,-1.0
summonses,-1.0
superior,1.0
surpass,1.0
surpassed,1.0
surpasses,1.0
surpassing,1.0
susceptibility,-1.0
susceptible,-1.0
suspect,-1.0
suspected,-1.0
suspects,-1.0
suspend,-1.0
suspended,-1.0
suspending,-1.0
suspends,-1.0
suspension,-1.0
suspensions,-1.0
suspicion,-1.0
suspicions,-1.0
suspicious,-1.0
suspiciously,-1.0
taint,-1.0
tainted,-1.0
tainting,-1.0
taints,-1.0
tampered,-1.0
tense,-1.0
terminate,-1.0
terminated,-1.0
terminates,-1.0
terminating,-1.0
termination,-1.0
terminations,-1.0
testify,-1.0
testifying,-1.0
threat,-1.0
threaten,-1.0
threatened,-1.0
threatening,-1.0
threatens,-1.0
threats,-1.0
tightening,-1.0
tolerate,-1.0
tolerated,-1.0
tolerates,-1.0
tolerating,-1.0
toleration,-1.0
tortuous,-1.0
tortuously,-1.0
tragedies,-1.0
tragedy,-1.0
tragic,-1.0
tragically,-1.0
transparency,1.0
traumatic,-1.0
tremendous,1.0
tremendously,1.0
trouble,-1.0
troubled,-1.0
troubles,-1.0
turbulence,-1.0
turmoil,-1.0
unable,-1.0
unacceptable,-1.0
unacceptably,-1.0
unaccounted,-1.0
unannounced,-1.0
unanticipated,-1.0
unapproved,-1.0
unattractive,-1.0
unauthorized,-1.0
unavailability,-1.0
unavailable,-1.0
unavoidable,-1.0
unavoidably,-1.0
unaware,-1.0
uncollectable,-1.0
uncollected,-1.0
uncollectibility,-1.0
uncollectible,-1.0
uncollectibles,-1.0
uncompetitive,-1.0
uncompleted,-1.0
unconscionable,-1.0
unconscionably,-1.0
uncontrollable,-1.0
uncontrollably,-1.0
uncontrolled,-1.0
uncorrected,-1.0
uncover,-1.0
uncovered,-1.0
uncovering,-1.0
uncovers,-1.0
undeliverable,-1.0
undelivered,-1.0
undercapitalized,-1.0
undercut,-1.0
undercuts,-1.0
undercutting,-1.0
underestimate,-1.0
underestimated,-1.0
underestimates,-1.0
underestimating,-1.0
underestimation,-1.0
underfunded,-1.0
underinsured,-1.0
undermine,-1.0
undermined,-1.0
undermines,-1.0
undermining,-1.0
underpaid,-1.0
underpayment,-1.0
underpayments,-1.0
underpays,-1.0
underperform,-1.0
underperformance,-1.0
underperformed,-1.0
underperforming,-1.0
underperforms,-1.0
underproduced,-1.0
underproduction,-1.0
underreporting,-1.0
understate,-1.0
understated,-1.0
understatement,-1.0
understatements,-1.0
understates,-1.0
understating,-1.0
underutilization,-1.0
underutilized,-1.0
undesirable,-1.0
undesired,-1.0
undetected,-1.0
undetermined,-1.0
undisclosed,-1.0
undocumented,-1.0
undue,-1.0
unduly,-1.0
uneconomic,-1.0
uneconomical,-1.0
uneconomically,-1.0
unemployed,-1.0
unemployment,-1.0
unethical,-1.0
unethically,-1.0
unexcused,-1.0
unexpected,-1.0
unexpectedly,-1.0
unfair,-1.0
unfairly,-1.0
unfavorability,-1.0
unfavorable,-1.0
unfavorably,-1.0
unfavourable,-1.0
unfeasible,-1.0
unfit,-1.0
unfitness,-1.0
unforeseeable,-1.0
unforeseen,-1.0
unforseen,-1.0
unfortunate,-1.0
unfortunately,-1.0
unfounded,-1.0
unfriendly,-1.0
unfulfilled,-1.0
unfunded,-1.0
uninsured,-1.0
unintended,-1.0
unintentional,-1.0
unintentionally,-1.0
unjust,-1.0
unjustifiable,-1.0
unjustifiably,-1.0
unjustified,-1.0
unjustly,-1.0
unknowing,-1.0
unknowingly,-1.0
unlawful,-1.0
unlawfully,-1.0
unlicensed,-1.0
unliquidated,-1.0
unmarketable,-1.0
unmatched,1.0
unmerchantable,-1.0
unmeritorious,-1.0
unnecessarily,-1.0
unnecessary,-1.0
unneeded,-1.0
unobtainable,-1.0
unoccupied,-1.0
unpaid,-1.0
unparalleled,1.0
unperformed,-1.0
unplanned,-1.0
unpopular,-1.0
unpredictability,-1.0
unpredictable,-1.0
unpredictably,-1.0
unpredicted,-1.0
unproductive,-1.0
unprofitability,-1.0
unprofitable,-1.0
unqualified,-1.0
unrealistic,-1.0
unreasonable,-1.0
unreasonableness,-1.0
unreasonably,-1.0
unreceptive,-1.0
unrecoverable,-1.0
unrecovered,-1.0
unreimbursed,-1.0
unreliable,-1.0
unremedied,-1.0
unreported,-1.0
unresolved,-1.0
unrest,-1.0
unsafe,-1.0
unsalable,-1.0
unsaleable,-1.0
unsatisfactory,-1.0
unsatisfied,-1.0
unsavory,-1.0
unscheduled,-1.0
unsellable,-1.0
unsold,-1.0
unsound,-1.0
unstabilized,-1.0
unstable,-1.0
unsubstantiated,-1.0
unsuccessful,-1.0
unsuccessfully,-1.0
unsuitability,-1.0
unsuitable,-1.0
unsuitably,-1.0
unsuited,-1.0
unsure,-1.0
unsurpassed,1.0
unsuspected,-1.0
unsuspecting,-1.0
unsustainable,-1.0
untenable,-1.0
untimely,-1.0
untrusted,-1.0
untruth,-1.0
untruthful,-1.0
untruthfully,-1.0
untruthfulness,-1.0
untruths,-1.0
unusable,-1.0
unwanted,-1.0
unwarranted,-1.0
unwelcome,-1.0
unwilling,-1.0
unwillingness,-1.0
upset,-1.0
upturn,1.0
upturns,1.0
urgency,-1.0
urgent,-1.0
usurious,-1.0
usurp,-1.0
usurped,-1.0
usurping,-1.0
usurps,-1.0
usury,-1.0
valuable,1.0
vandalism,-1.0
verdict,-1.0
verdicts,-1.0
versatile,1.0
versatility,1.0
vetoed,-1.0
vibrancy,1.0
vibrant,1.0
victims,-1.0
violate,-1.0
violated,-1.0
violates,-1.0
violating,-1.0
violation,-1.0
violations,-1.0
violative,-1.0
violator,-1.0
violators,-1.0
violence,-1.0
violent,-1.0
violently,-1.0
vitiate,-1.0
vitiated,-1.0
vitiates,-1.0
vitiating,-1.0
vitiation,-1.0
voided,-1.0
voiding,-1.0
volatile,-1.0
volatility,-1.0
vulnerabilities,-1.0
vulnerability,-1.0
vulnerable,-1.0
vulnerably,-1.0
warn,-1.0
warned,-1.0
warning,-1.0
warnings,-1.0
warns,-1.0
wasted,-1.0
wasteful,-1.0
wasting,-1.0
weak,-1.0
weaken,-1.0
weakened,-1.0
weakening,-1.0
weakens,-1.0
weaker,-1.0
weakest,-1.0
weakly,-1.0
weakness,-1.0
weaknesses,-1.0
willfully,-1.0
win,1.0
winner,1.0
winners,1.0
winning,1.0
worries,-1.0
worry,-1.0
worrying,-1.0
worse,-1.0
worsen,-1.0
worsened,-1.0
worsening,-1.0
worsens,-1.0
worst,-1.0
worthless,-1.0
worthy,1.0
writedown,-1.0
writedowns,-1.0
writeoff,-1.0
writeoffs,-1.0
wrong,-1.0
wrongdoing,-1.0
wrongdoings,-1.0
wrongful,-1.0
wrongfully,-1.0
wrongly,-1.0
